410.41,407.93,3.65,3.65,0.1763,3.9022,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.55802,0.099757,1,0,0.55802,1,360,0,0,0,0,478.63,473.97,480.09,75.34,75.44,75.73,82.576,82.805,1.0086,1.0795,89.86,89.773,1.0974,1.1598,644.45,644.01,7.9137,8.1066
267.87,263.13,3.65,3.65,0.14158,0.11936,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.28908,0.14794,1,0,0.28908,1,386,0,0,0,0,90.43,87.58,96.3,82.12,88.99,86.96,30.595,30.624,29.81,29.731,28.301,28.229,27.632,27.428,203.46,203.03,198.91,197.37
340.71,156.09,3.65,3.65,9.3342,8.5161,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.82428,0.12376,1,0,0.82428,1,465,0,0,0,0,496.66,496.66,496.67,358.06,357.35,357.24,90.18,42.154,0.73064,23.587,75.852,35.565,0.62441,19.778,544.77,254.43,4.5725,142.65
115.9,119.75,3.65,3.65,4.2776,2.2653,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.73362,0.40239,1,0,0.73362,1,460,0,0,0,0,252.64,263.14,263.15,394.34,328.14,381.22,10.767,4.7978,23.01,29.164,8.9678,3.9942,19.333,24.713,64.885,28.868,139.96,178.9
302.47,176.45,3.65,3.65,2.9041,4.6405,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.55295,0.14945,1,0,0.55295,1,473,0,0,0,0,498.11,498.11,498.12,210.4,210.54,210.91,83.342,74.432,0.082165,5.7139,68.699,61.486,0,4.7066,493.85,442.2,0,34.018
280.58,312.4,3.65,3.65,0.13106,0.12216,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.9176,0.21419,1,0,0.9176,1,286,0,0,0,0,55.43,56.12,56.41,202.06,174.77,224.83,7.8317,7.0038,43.482,44.276,9.9596,8.7965,57.794,58.833,71.603,63.188,414.29,422.67
260.44,315.67,3.65,3.65,0.022268,4.2886,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.8436,0.28618,1,0,0.8436,1,236,0,0,0,0,399.96,400,400.12,136.79,104.46,166.22,32.635,30.49,4.3526,6.9004,54.424,50.713,6.3196,9.9559,391.04,364.23,45.344,71.432
322.43,301.44,3.65,3.65,4.7102,0.063338,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.99539,0.38148,1,0,0.99539,1,306,0,0,0,0,73.22,36.54,55.69,342.6,348.25,348.27,12.465,12.514,42.352,42.314,13.915,14.214,53.298,53.414,99.863,102.17,382.76,383.77
344,392.9,3.65,3.65,0.12002,5.6289,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.95421,0.40995,1,0,0.95421,1,273,0,0,0,0,343.24,343.7,343.74,248.7,105.74,206.16,28.852,10.638,28.437,48.912,40.954,14.292,38.701,66.703,293.85,102.18,277.39,478.33
268.66,205.53,3.65,3.65,5.8974,0.12036,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.30741,0.21876,1,0,0.30741,1,451,0,0,0,0,329.73,185.34,424.04,297.49,299.57,299.67,64.919,41.863,5.249,23.382,52.417,33.749,3.8521,19.801,376.84,243.13,27.653,142.67
211.81,204.58,3.65,3.65,1.1764,2.2855,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.59332,0.18991,1,0,0.59332,1,276,0,0,0,0,388.58,393.03,403.77,327.03,325.37,327.2,28.452,18.43,6.4074,16.056,40.448,26.14,9.0791,22.751,291.38,187.93,65.419,164.08
166.54,137.38,3.65,3.65,8.0984,7.2547,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.91551,0.3339,1,0,0.91551,1,213,0,0,0,0,311.89,481.06,481.08,418.35,418.39,418.42,20.303,7.209,0.92884,11.825,37.74,13.415,1.734,22.05,272.33,96.623,12.374,159.68
418.88,428.06,3.65,3.65,5.3953,0.31464,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.59349,0.37176,1,0,0.59349,1,494,0,0,0,0,49.03,65.32,65.23,397.22,313.12,328.55,2.9805,5.1274,116.01,113.77,1.5705,3.4583,90.64,88.884,11.47,24.797,650.03,637.41
291.3,359.5,3.65,3.65,0.089994,7.074,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.49226,0.19613,1,0,0.49226,1,478,0,0,0,0,324.94,325.4,325.42,264.27,107.36,254.98,33.633,7.3316,58.195,90.022,26.558,4.6093,44.259,68.317,190.63,33.311,317.92,491.02
236.54,257.64,3.65,3.65,0.094637,0.31346,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.8295,0.23571,1,0,0.8295,1,400,0,0,0,0,76.48,79.56,79.48,91.41,56.2,97.25,22.205,16.571,37.088,43.156,19.929,14.408,33.039,38.575,143.64,103.88,237.57,277.63
260.93,272.99,3.65,3.65,4.2942,2.4746,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.27085,0.20277,1,0,0.27085,1,220,0,0,0,0,362.01,362.82,362.86,440.23,440.28,443.18,18.996,4.6552,15.518,30.485,33.913,8.3531,27.796,54.707,243.68,60.141,199.87,392.9
