336.88,98.864,3.65,3.65,5.5494,2.1409,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.29503,0.87576,1,0,0.012628,1,382,0,0,0,0
114.95,51.92,3.65,3.65,4.8275,5.4063,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.50025,0.30295,1,0,0.68631,1,155,0,0,0,0
425.26,438.05,3.65,3.65,1.2074,1.4374,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.43771,0.58711,1,0,0.053417,1,228,0,0,0,0
13.134,16.535,3.65,3.65,6.4182,1.7671,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.67855,0.38952,1,0,0.80689,1,235,0,0,0,0
85.017,156.57,3.65,3.65,2.5837,5.4091,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.18435,0.27714,1,0,0.018449,1,62,0,0,0,0
188.46,83.419,3.65,3.65,2.7019,1.4783,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.10219,0.1557,1,0,0.39738,1,222,0,0,0,0
14.553,9.543,3.65,3.65,1.0487,7.5819,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.2653,0.22814,1,0,0.53492,1,411,0,0,0,0
7.8548,84.425,3.65,3.65,7.2139,7.7723,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.43988,0.83574,1,0,0.9671,1,296,0,0,0,0
7.0382,397.2,3.65,3.65,1.9027,2.9142,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.35365,0.29763,1,0,0.54526,1,290,0,0,0,0
264.44,6.7318,3.65,3.65,3.2114,3.0448,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.097703,0.0028765,1,0,0.10514,1,100,0,0,0,0
18.144,144.17,3.65,3.65,9.6244,7.0451,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.38367,0.4524,1,0,0.93267,1,448,0,0,0,0
148.03,30.688,3.65,3.65,1.3445,8.5761,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.86167,0.65159,1,0,0.43312,1,258,0,0,0,0
8.4334,222.76,3.65,3.65,5.6192,6.8618,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.65634,0.023692,1,0,0.088081,1,349,0,0,0,0
37.389,5.338,3.65,3.65,6.2112,3.4676,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.040241,0.32218,1,0,0.74594,1,61,0,0,0,0
157.53,20.741,3.65,3.65,2.7273,6.794,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.26546,0.26496,1,0,0.19717,1,294,0,0,0,0
7.205,51.064,3.65,3.65,1.5003,4.3278,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.10916,0.52618,1,0,0.25987,1,338,0,0,0,0
38.848,42.158,3.65,3.65,2.996,4.0403,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.9476,0.042138,1,0,0.95661,1,240,0,0,0,0
64.177,281.17,3.65,3.65,7.5761,1.5288,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.43687,0.22386,1,0,0.49752,1,426,0,0,0,0
7.5042,136.02,3.65,3.65,3.7314,1.0601,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.16851,0.81298,1,0,0.64531,1,37,0,0,0,0
8.0909,39.433,3.65,3.65,5.9476,1.1105,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.80183,0.55714,1,0,0.4887,1,231,0,0,0,0
362.53,169.77,3.65,3.65,1.2367,4.4425,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.40568,0.70081,1,0,0.46761,1,499,0,0,0,0
6.5469,145.75,3.65,3.65,1.3278,1.4885,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.41491,0.81945,1,0,0.82833,1,99,0,0,0,0
8.3695,310.8,3.65,3.65,6.7426,1.2206,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.087693,0.98248,1,0,0.92133,1,200,0,0,0,0
11.442,83.614,3.65,3.65,9.1379,4.6942,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.25561,0.80238,1,0,0.37069,1,360,0,0,0,0
19.936,43.369,3.65,3.65,1.0666,9.2056,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.12322,0.40073,1,0,0.16498,1,238,0,0,0,0
133.51,304.39,3.65,3.65,1.4275,5.0989,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.88277,0.012496,1,0,0.23435,1,301,0,0,0,0
35.534,242.93,3.65,3.65,2.7997,7.7517,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.13561,0.0868,1,0,0.44484,1,291,0,0,0,0
25.437,90.124,3.65,3.65,7.697,7.0032,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.71335,0.090558,1,0,0.33362,1,28,0,0,0,0
14.767,6.0872,3.65,3.65,3.4324,1.8016,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.76151,0.11542,1,0,0.56497,1,338,0,0,0,0
43.222,45.187,3.65,3.65,4.4106,8.5868,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.83234,0.2319,1,0,0.58563,1,325,0,0,0,0
139.86,250.59,3.65,3.65,6.4145,3.4618,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.27543,0.50275,1,0,0.7928,1,158,0,0,0,0
6.1871,475.41,3.65,3.65,3.0126,3.8103,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.4502,0.66179,1,0,0.62432,1,141,0,0,0,0
156.13,65.786,3.65,3.65,1.0746,1.2227,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.18687,0.4615,1,0,0.64579,1,402,0,0,0,0
38.027,70.927,3.65,3.65,2.3643,1.5221,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.72913,0.59756,1,0,0.76278,1,490,0,0,0,0
134.41,9.6834,3.65,3.65,7.0341,1.5902,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.61496,0.62538,1,0,0.30439,1,471,0,0,0,0
12.106,32.027,3.65,3.65,1.7029,2.4425,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.4045,0.95002,1,0,0.26109,1,170,0,0,0,0
5.7145,453.73,3.65,3.65,1.0567,1.9519,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.79185,0.014445,1,0,0.21987,1,378,0,0,0,0
17.661,189.16,3.65,3.65,4.4933,1.2256,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.13251,0.36446,1,0,0.81398,1,46,0,0,0,0
7.9751,180.67,3.65,3.65,2.3556,3.1807,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.26099,0.28527,1,0,0.92841,1,377,0,0,0,0
463.04,9.0974,3.65,3.65,2.2148,3.1319,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.12771,0.92671,1,0,0.47077,1,361,0,0,0,0
