0	1144.65862492946	44870.1828848346	268.656156677386
0	1092.60611334579	36514.3431580087	248.936172589811
0	1798.67461071206	52535.5935983619	139.617645817765
24	533.783660482793	73966.3753327824	71.5245684001075
24	468.957985175589	67127.5852660916	80.19648015011
24	771.713253003761	70093.8635476009	82.2020447495923
48	257.585651444763	21095.0794920639	33.8293301284739
48	194.767315103349	23822.0728375382	0.212098322317706
48	464.152368544028	27216.3497259761	51.8640288100296
72	120.5914833702	9787.29195031634	36.8439357471158
72	107.850613833011	10130.2213671488	57.6858935032621
8	916.927483857003	60015.1773857946	81.4601681135838
8	792.062093883719	40683.7264945891	72.0797049509164
8	1366.3635659376	68657.2352741547	117.680508105299
96	75.3952419126328	4108.91276273672	62.6641888557424
96	56.658731415694	3878.67645280345	64.5502531764107
