0	2186,673681	6,387739861	150,2955545
0	2148,986516	21,11548999	163,2821653
0	2975,184681	14,83799131	231,4137532
0	2571,639946	0,135273898	220,7261638
0	2910,856906	10,33486137	226,0108958
24	2507,634363	18,0998245	163,1094424
24	2623,231856	20,9075114	176,7840492
24	3214,474376	24,13408092	250,0825523
24	3126,097491	26,42126106	232,7977229
24	3081,865861	9,047808885	234,9797548
48	2304,307311	13,66771003	161,683205
48	2699,267578	36,17076126	194,5925642
48	3664,830422	13,67161217	312,8710205
48	2882,142747	2,307424231	0,088642742
48	2808,401087	6,936759678	195,3885231
72	1761,932543	11,61457134	114,423107
72	2066,652577	13,45397009	149,1143611
72	3349,884693	29,28760065	265,1775859
72	2339,120954	0	172,4534029
8	3168,803507	27,90225623	0,221829063
8	3018,17651	111,5739911	202,9956167
8	3120,81312	31,12971332	224,0449553
96	871,9558401	4,415156097	56,94315039
96	1125,339618	7,134289499	74,38924037
96	1875,225336	5,5956553	139,453073
