0	7521,021778	98,10787103	361,522435
0	6760,30992	78,69812764	363,8082051
0	10554,0153	101,536515	439,326512
24	9172,723257	198,6283965	315,7338151
24	8986,527096	106,3773994	286,1240169
24	10974,96951	143,8219195	368,1325442
48	5772,736324	53,51721195	134,6434146
48	5716,430173	62,94141532	0,36850712
48	5693,305397	51,8802007	164,9128695
72	2780,301282	15,22233203	52,78072766
72	2160,332447	4,390120788	35,544921
8	8251,126937	188,1769059	362,0205767
8	7906,339753	85,34826311	344,9098884
8	11148,5304	116,5311389	456,0420155
96	967,1041395	10,75697534	31,56796496
96	956,3101148	7,373910265	12,17266367
