0	1144,658625	44870,18288	268,6561567
0	1092,606113	36514,34316	248,9361726
0	1798,674611	52535,5936	139,6176458
24	789,5442212	17642,94649	70,91823235
24	883,5511987	12267,30779	59,46017547
24	1310,930541	20505,60016	64,24504271
48	593,9900376	2219,264309	12,90853703
48	592,6185682	2498,070432	0,159492903
48	1028,030737	4114,455832	39,19273767
72	289,880956	670,8192687	11,03242639
72	264,5136583	536,3912684	0
8	843,2815013	52417,00662	58,883492
8	825,379	32164,05208	57,02784545
8	1426,365222	56390,5008	69,68012345
96	201,2086641	188,2674844	11,0587757
96	174,6292482	161,917907	0
