0	558,0146308	10054,16379	203,9750576
0	689,0252807	8513,211837	761,2760742
0	969,903833	10548,99295	395,6422446
0	718,8120636	7321,361538	273,0882244
0	966,9040001	8570,212109	159,7816269
24	906,7146039	2297,006459	83,46237426
24	914,5952565	2089,448815	75,48464259
24	1059,14052	3853,432332	106,3659261
24	968,4417427	2879,613311	102,4571658
24	1053,647419	3231,549356	90,40319129
48	1878,493499	326,7710343	150,5402909
48	1814,762065	425,2532954	131,0258188
48	2391,499314	685,2323236	210,7219917
48	1968,881683	523,2050595	0,141893377
48	1789,680034	512,3605118	101,4089971
72	1986,990809	60,23530004	132,7140415
72	1655,170505	81,56801519	114,75867
72	3000,740299	122,5366928	239,2415567
72	2088,408978	98,87490257	146,3151911
8	912,160478	10350,26554	0,019000524
8	679,990848	8369,427292	53,42675813
8	850,0091806	9130,104215	60,66540371
96	1005,231543	29,19875202	64,20389929
96	1283,840313	8,976830483	83,75348926
96	1763,12258	33,74413879	119,5624533
