336.88,98.864,3.65,3.65,5.5494,2.1409,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.29503,0.87576,1,0,0.012628,1,382,0,0,0,0,501,501,501,7.78,8.15,8.25,78.938,79.007,0,0,81.503,81.703,0,0,587.9,588.23,0,0
114.95,51.92,3.65,3.65,4.8275,5.4063,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.50025,0.30295,1,0,0.68631,1,155,0,0,0,0,282.1,289.66,309.43,27.99,28.13,27.73,10.877,10.922,0.16902,0.16878,28.484,28.624,0.44985,0.46702,206.68,208.05,3.2877,3.4029
425.26,438.05,3.65,3.65,1.2074,1.4374,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.43771,0.58711,1,0,0.053417,1,228,0,0,0,0,254.24,281.47,277.31,77.47,43.38,55.8,44.698,46.737,13.575,11.403,75.76,79.229,20.329,16.955,545,569.96,146.56,122.05
13.134,16.535,3.65,3.65,6.4182,1.7671,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.67855,0.38952,1,0,0.80689,1,235,0,0,0,0,8.34,8.43,8.37,35.21,41.21,54.36,0.11808,0.081194,1.9087,1.9847,0.22972,0.16762,3.5421,3.6564,1.9107,1.4174,28.031,29.093
85.017,156.57,3.65,3.65,2.5837,5.4091,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.18435,0.27714,1,0,0.018449,1,62,0,0,0,0,54.66,55.08,54.51,7.09,7.63,7.92,2.5989,2.5852,0.71152,0.75273,18.905,18.842,4.865,5.1421,138.36,137.92,35.561,37.48
188.46,83.419,3.65,3.65,2.7019,1.4783,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.10219,0.1557,1,0,0.39738,1,222,0,0,0,0,101.81,109.68,112.36,59.03,59.36,58.98,17.304,19.106,3.9481,3.1072,30.961,34.184,7.0764,5.5628,223.81,246.92,51.738,40.712
14.553,9.543,3.65,3.65,1.0487,7.5819,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.2653,0.22814,1,0,0.53492,1,411,0,0,0,0,45.78,47.36,78.35,6.66,7.27,7.25,3.3978,3.4013,0.088824,0.082186,3.2314,3.2394,0.083729,0.06869,25.968,26.039,0.77642,0.68435
7.8548,84.425,3.65,3.65,7.2139,7.7723,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.43988,0.83574,1,0,0.9671,1,296,0,0,0,0,9.94,10.3,10.35,498.93,501,501,0,0,16.281,16.338,0,0,21.856,21.918,0,0,160.23,160.6
7.0382,397.2,3.65,3.65,1.9027,2.9142,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.35365,0.29763,1,0,0.54526,1,290,0,0,0,0,5.08,5.27,5.2,501,501,501,0,0,69.074,69.208,0,0,94.29,94.367,0,0,678.82,679.21
264.44,6.7318,3.65,3.65,3.2114,3.0448,33.35,33.35,4.65,4.65,1e+05,1e+05,0,0,1e-05,1e-05,1e+05,1e+05,0,0.097703,0.0028765,1,0,0.10514,1,100,0,0,0,0,1,149.67,225.62,501,6.38,6.4,15.834,15.893,0,0.0051941,64.48,64.236,0.032996,0.035137,465.01,463.25,0.30165,0.34353
